name,acronym,aliases,ror_id,ror_id_url,org_type,status,established_year,country_code,location_name,lat,lng,geonames_id,website_url,wikipedia_url,isni_id,wikidata_id,grid_id,fundref_id,viaf_id,ringgold_id,orgref_id,orgreg_id,rrid_id,linkedin_url,mag_id,ori_base_org,openalex_institution_id,openalex_institution_id_url,openaire_org_id,openaire_org_id_url,openaire_org_id_has_pending,openaire_org_id_pending,alei_id,pic_id,nbn_prefix,is_barcelona_signatory,is_duo_institute,duo_institution_code,duo_institute_type,duo_straatnaam,duo_huisnummer,duo_postcode,duo_plaatsnaam,is_surf_member,surf_member_type,is_ukb,is_shb,is_unl,is_umcnl,is_vh,is_knaw_institute,is_nwoi_institute,is_openaire_member
Aveleijn,,,03krr1g45,https://ror.org/03krr1g45,nonprofit,active,1968.0,NL,Borne,52.30136,6.7482,2758598,https://www.aveleijn.nl/,,,Q43894892,grid.487198.b,,,,,,,,,False,I4210127911,https://openalex.org/I4210127911,openorgs____::40cce3e4bfb73be98dacebdafeec0dc5,https://explore.openaire.eu/search/organization?organizationId=openorgs____::40cce3e4bfb73be98dacebdafeec0dc5,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Bergman Clinics,,,00z1c3x88,https://ror.org/00z1c3x88,healthcare,active,1988.0,NL,The Hague,52.07667,4.29861,2747373,https://www.bergmanclinics.nl/,,,,grid.487220.b,,,,,,,,,False,I4210105507,https://openalex.org/I4210105507,openorgs____::a59bcfe24aaa33f5959b208c546757a5,https://explore.openaire.eu/search/organization?organizationId=openorgs____::a59bcfe24aaa33f5959b208c546757a5,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Stichting Kinderpostzegels Nederland,,,01dq08926,https://ror.org/01dq08926,other,active,1924.0,NL,Leiden,52.15833,4.49306,2751773,https://www.kinderpostzegels.nl/,,,,grid.487277.9,,,,,,,,,False,I4210103916,https://openalex.org/I4210103916,openorgs____::63ffc273f4429f12013b9c6c15b759e2,https://explore.openaire.eu/search/organization?organizationId=openorgs____::63ffc273f4429f12013b9c6c15b759e2,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Stichting Wetenschappelijk Onderzoek het Oogziekenhuis,SWOO,,02kctrc72,https://ror.org/02kctrc72,other,active,1999.0,NL,Rotterdam,51.9225,4.47917,2747891,http://www.swoo-flieringa.nl/,,,,grid.487286.7,,,,,,,,,False,I4210120739,https://openalex.org/I4210120739,openorgs____::794c823901aaf95f20ac0860492f4d73,https://explore.openaire.eu/search/organization?organizationId=openorgs____::794c823901aaf95f20ac0860492f4d73,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Netherlands Center for Occupational Diseases,NCvB,,00jtnvh80,https://ror.org/00jtnvh80,facility,active,1999.0,NL,Amsterdam,52.37403,4.88969,2759794,http://www.occupationaldiseases.nl,,,,grid.487318.1,,,,,,,,,False,I4210091482,https://openalex.org/I4210091482,openorgs____::dac8970aabefb41dc239a0febf983878,https://explore.openaire.eu/search/organization?organizationId=openorgs____::dac8970aabefb41dc239a0febf983878,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Nederlandse Hoofdpijn Vereniging,NHV,,044s3bf07,https://ror.org/044s3bf07,other,active,2000.0,NL,Amersfoort,52.155,5.3875,2759821,https://www.nederlandsehoofdpijnvereniging.nl/,,,,grid.487319.0,,,,,,,,,False,I4210134543,https://openalex.org/I4210134543,openorgs____::684d94d749b6b946439eda61e1b4c7b5,https://explore.openaire.eu/search/organization?organizationId=openorgs____::684d94d749b6b946439eda61e1b4c7b5,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Winclove Probiotics (Netherlands),,,02c0pn910,https://ror.org/02c0pn910,company,active,1991.0,NL,Amsterdam,52.37403,4.88969,2759794,https://www.wincloveprobiotics.com,,,,grid.487406.9,,,,,,,,,False,I4210118961,https://openalex.org/I4210118961,openorgs____::3df39c72754acbe4898c932bab87cee7,https://explore.openaire.eu/search/organization?organizationId=openorgs____::3df39c72754acbe4898c932bab87cee7,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
War Child,,,01tq9ra93,https://ror.org/01tq9ra93,nonprofit,active,1993.0,NL,Amsterdam,52.37403,4.88969,2759794,http://www.warchild.org/,,0000000404140756,,grid.487424.9,,,,,,,,,False,I4210111781,https://openalex.org/I4210111781,openorgs____::a518a5e54298ed939bb88e0e99198c9d,https://explore.openaire.eu/search/organization?organizationId=openorgs____::a518a5e54298ed939bb88e0e99198c9d,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Omring,,,0180s3q15,https://ror.org/0180s3q15,healthcare,active,1908.0,NL,Hoorn,52.6425,5.05972,2753638,http://www.omring.nl/Omring/,,,,grid.487432.e,,,,,,,,,False,I4210103758,https://openalex.org/I4210103758,openorgs____::0a35cc4ece799d2b39d277566bc45d89,https://explore.openaire.eu/search/organization?organizationId=openorgs____::0a35cc4ece799d2b39d277566bc45d89,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Nederlands Paramedisch Instituut,NPi,,02g08q683,https://ror.org/02g08q683,other,active,1994.0,NL,Amersfoort,52.155,5.3875,2759821,http://www.npi.nl/,,0000000403688461,,grid.488784.f,,,,,,,,,False,I4210115602,https://openalex.org/I4210115602,openorgs____::e45510e1d745a20c5ea3fe6a0d1aa509,https://explore.openaire.eu/search/organization?organizationId=openorgs____::e45510e1d745a20c5ea3fe6a0d1aa509,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Dr Kolbach Kliniek,,,01ypfvm35,https://ror.org/01ypfvm35,healthcare,active,,NL,Maastricht,50.84833,5.68889,2751283,http://www.huidcentrumlimburg.nl/kolbach,,,,grid.477187.a,,,,,,,,,False,I4210114592,https://openalex.org/I4210114592,openorgs____::c514c6bbdfd4bb0a51145203573c8db7,https://explore.openaire.eu/search/organization?organizationId=openorgs____::c514c6bbdfd4bb0a51145203573c8db7,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Havenziekenhuis Rotterdam,,,0240vc720,https://ror.org/0240vc720,healthcare,active,2007.0,NL,Rotterdam,51.9225,4.47917,2747891,https://www.havenziekenhuis.nl/,,0000000404600097,,grid.477310.6,,,,,,,,,False,I4210112973,https://openalex.org/I4210112973,openorgs____::1fe3bd39e86b5f38d62a690d3388eecf,https://explore.openaire.eu/search/organization?organizationId=openorgs____::1fe3bd39e86b5f38d62a690d3388eecf,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Libra Revalidatie & Audiologie,,,04nae0247,https://ror.org/04nae0247,facility,active,2001.0,NL,Eindhoven,51.44083,5.47778,2756253,http://www.libranet.nl/,,0000000446697819,Q30270080,grid.477528.b,,,,,,,,,False,I4210150473,https://openalex.org/I4210150473,openorgs____::72a4567f70f290eb3a1be0dd248e1fc5,https://explore.openaire.eu/search/organization?organizationId=openorgs____::72a4567f70f290eb3a1be0dd248e1fc5,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Medicort Sports & Orthopedic Care,,,01mj4k378,https://ror.org/01mj4k378,healthcare,active,2011.0,NL,Naarden,52.29583,5.1625,2750521,http://www.medicort.nl/,,,,grid.477596.e,,,,,,,,,False,I4210107414,https://openalex.org/I4210107414,openorgs____::d375bb42bdf075823fc81adae78acd6e,https://explore.openaire.eu/search/organization?organizationId=openorgs____::d375bb42bdf075823fc81adae78acd6e,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Radiotherapeutisch Instituut Friesland,RIF,,05f7htr55,https://ror.org/05f7htr55,nonprofit,active,1962.0,NL,Leeuwarden,53.20139,5.80859,2751792,http://www.radiotherapiefriesland.nl/,,0000000404475409,,grid.477759.f,,,,,,,,,False,I4210156566,https://openalex.org/I4210156566,openorgs____::320404249782eeca6df4a71ad73f4af0,https://explore.openaire.eu/search/organization?organizationId=openorgs____::320404249782eeca6df4a71ad73f4af0,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Revant (Netherlands),,,01azwtt17,https://ror.org/01azwtt17,company,active,2009.0,NL,Breda,51.58656,4.77596,2758401,https://www.revantoptics.com,,0000000406302368,,grid.477882.6,,,,,,,,,False,I4210111081,https://openalex.org/I4210111081,openorgs____::30ede2dc9e4dbb36faaa996d5296b561,https://explore.openaire.eu/search/organization?organizationId=openorgs____::30ede2dc9e4dbb36faaa996d5296b561,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Tandartspraktijk Bocht Oosterdiep,,,02kqzrt08,https://ror.org/02kqzrt08,healthcare,active,1898.0,NL,Veendam,53.10667,6.87917,2745783,https://bochtoosterdiep.tandartsennet.nl/,,,,grid.477999.d,,,,,,,,,False,I4210132225,https://openalex.org/I4210132225,openorgs____::bc2864522525a65ad64f02f7a1f01ebe,https://explore.openaire.eu/search/organization?organizationId=openorgs____::bc2864522525a65ad64f02f7a1f01ebe,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
St.Jans Gasthuis Weert,SJG,SJG Weert,01a91k946,https://ror.org/01a91k946,healthcare,active,1869.0,NL,Weert,51.25167,5.70694,2744911,https://www.sjgweert.nl/,,,,grid.478007.c,,,,,,,,,False,I4210102923,https://openalex.org/I4210102923,openorgs____::be7a445d9a65a01be004f5d3152c8bc2,https://explore.openaire.eu/search/organization?organizationId=openorgs____::be7a445d9a65a01be004f5d3152c8bc2,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Tolbrug Specialistische Revalidatie,RVE,,031a73r17,https://ror.org/031a73r17,healthcare,active,,NL,'s-Hertogenbosch,51.69917,5.30417,2747351,http://www.tolbrug.nl/,,,,grid.478082.1,,,,,,,,,False,I4210140393,https://openalex.org/I4210140393,openorgs____::682ec206f2ba02f636bc788895a7d5d2,https://explore.openaire.eu/search/organization?organizationId=openorgs____::682ec206f2ba02f636bc788895a7d5d2,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Franciscus Vlietland,,Vlietland Ziekenhuis,05exe6d14,https://ror.org/05exe6d14,healthcare,active,2008.0,NL,Schiedam,51.91917,4.38889,2747596,https://www.vlietlandziekenhuis.nl/,,0000000406490979,,grid.478087.4,,,,,,,,,False,I4210151024,https://openalex.org/I4210151024,openorgs____::85ae80b2b0d47b64d170d50da4b4d059,https://explore.openaire.eu/search/organization?organizationId=openorgs____::85ae80b2b0d47b64d170d50da4b4d059,False,,NL.KVK:56474113,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Waterlandziekenhuis,,,02pfr9428,https://ror.org/02pfr9428,healthcare,active,1940.0,NL,Purmerend,52.505,4.95972,2748413,http://www.waterlandziekenhuis.nl/voor-patienten/,,0000000405686910,,grid.478108.2,,,,,,,,,False,I4210110084,https://openalex.org/I4210110084,openorgs____::3b79fb8d8518668cc2fc574230b0fefd,https://explore.openaire.eu/search/organization?organizationId=openorgs____::3b79fb8d8518668cc2fc574230b0fefd,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Amgen (Netherlands),,,05hqtjm11,https://ror.org/05hqtjm11,company|funder,active,1980.0,NL,Breda,51.58656,4.77596,2758401,http://www.amgen.nl/dutch/index.html,https://en.wikipedia.org/wiki/Amgen,,,grid.478179.4,100010806,,,,,,,,False,I4210164445,https://openalex.org/I4210164445,openorgs____::476b6f06c49f62395c8647ebfb286cd4,https://explore.openaire.eu/search/organization?organizationId=openorgs____::476b6f06c49f62395c8647ebfb286cd4,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Adessium Foundation,,,011ftwx20,https://ror.org/011ftwx20,funder|other,active,2005.0,NL,Reeuwijk,52.04667,4.725,2748280,http://www.adessium.org/,,0000000459063348,,grid.478303.b,501100007356,,,,,,,,False,I4210098811,https://openalex.org/I4210098811,openorgs____::75e9df8441d539fd8fa72156e5191d6b,https://explore.openaire.eu/search/organization?organizationId=openorgs____::75e9df8441d539fd8fa72156e5191d6b,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Baxter (Netherlands),,,05d088546,https://ror.org/05d088546,company|funder,active,1931.0,NL,Utrecht,52.09083,5.12222,2745912,http://www.baxter.nl/,https://en.wikipedia.org/wiki/Baxter_International,0000000406159311,,grid.478416.8,100010521,,,,,,,,False,I4210161252,https://openalex.org/I4210161252,openorgs____::eb49fd67fc0e464c374d8366fb519fe3,https://explore.openaire.eu/search/organization?organizationId=openorgs____::eb49fd67fc0e464c374d8366fb519fe3,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Bernard van Leer Foundation,,,03a9s6161,https://ror.org/03a9s6161,funder|other,active,1949.0,NL,The Hague,52.07667,4.29861,2747373,https://bernardvanleer.org/,https://en.wikipedia.org/wiki/Bernard_van_Leer_Foundation,0000000403955267,Q928649,grid.478504.a,100007409,,,,,,,2800655738,False,I2800655738,https://openalex.org/I2800655738,openorgs____::51a3a022fc6b84fe35660d72e4b62d6d,https://explore.openaire.eu/search/organization?organizationId=openorgs____::51a3a022fc6b84fe35660d72e4b62d6d,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Sluyterman van Loo Foundation,,,0393e5v03,https://ror.org/0393e5v03,funder|nonprofit,active,1916.0,NL,Beverwijk,52.48333,4.65694,2758998,http://www.fondssluytermanvanloo.nl/home/english-summary/,,0000000459063532,,grid.478948.e,100008609,,,,,,,,False,I4210138004,https://openalex.org/I4210138004,openorgs____::5982ccf033ca7dc3ebc6ef48500e9c52,https://explore.openaire.eu/search/organization?organizationId=openorgs____::5982ccf033ca7dc3ebc6ef48500e9c52,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
EuroQol Research Foundation,,,01mrvqn21,https://ror.org/01mrvqn21,funder|nonprofit,active,1987.0,NL,Rotterdam,51.9225,4.47917,2747891,http://www.euroqol.org/,,0000000459063508,,grid.478988.2,501100006419,,,,,,,,False,I4210108549,https://openalex.org/I4210108549,openorgs____::e4b6933bd692f76ba6d434945ef4991f,https://explore.openaire.eu/search/organization?organizationId=openorgs____::e4b6933bd692f76ba6d434945ef4991f,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Enviu (Netherlands),,,01kntxs33,https://ror.org/01kntxs33,company,active,2004.0,NL,Rotterdam,51.9225,4.47917,2747891,http://www.enviu.org/,,,,grid.479086.4,,,,,,,,,False,I4210106394,https://openalex.org/I4210106394,openorgs____::f95eb917b9e12bb6e2da842a37c92cc1,https://explore.openaire.eu/search/organization?organizationId=openorgs____::f95eb917b9e12bb6e2da842a37c92cc1,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Novartis (Netherlands),,Novartis Pharma,01a80cj23,https://ror.org/01a80cj23,company,active,1996.0,NL,Arnhem,51.98,5.91111,2759661,http://www.novartis.nl/,https://en.wikipedia.org/wiki/Novartis,0000000405522617,Q30338506,grid.458343.d,,,,,,,,,False,I4210104729,https://openalex.org/I4210104729,openorgs____::a4613191299b51b7d8ee189f37446d17,https://explore.openaire.eu/search/organization?organizationId=openorgs____::a4613191299b51b7d8ee189f37446d17,False,,,877294870,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
United Nations University – Maastricht Economic and Social Research Institute on Innovation and Technology,UNU-MERIT,,053zwxr79,https://ror.org/053zwxr79,facility,active,2010.0,NL,Maastricht,50.84833,5.68889,2751283,http://www.merit.unu.edu/,https://en.wikipedia.org/wiki/UNU-MERIT,0000000406257181,Q7865412,grid.460096.d,,,,,,,,2802557195,False,I2802557195,https://openalex.org/I2802557195,openorgs____::a511efa5127e7e0be8b0c2bf7b1aa818,https://explore.openaire.eu/search/organization?organizationId=openorgs____::a511efa5127e7e0be8b0c2bf7b1aa818,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Prodrive Technologies (Netherlands),,,01zhpc307,https://ror.org/01zhpc307,company,active,1993.0,NL,Eindhoven,51.44083,5.47778,2756253,https://prodrive-technologies.com/,,0000000492903687,Q30267368,grid.474140.2,,,,,,,,,False,I4210111595,https://openalex.org/I4210111595,openorgs____::7268a3159349dd0753d3dee731d2853c,https://explore.openaire.eu/search/organization?organizationId=openorgs____::7268a3159349dd0753d3dee731d2853c,False,,,872851106,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Mimetas (Netherlands),,,00jz33f47,https://ror.org/00jz33f47,company,active,2013.0,NL,Leiden,52.15833,4.49306,2751773,http://mimetas.com/,,,,grid.474144.6,,,,,,,,,False,I4210095815,https://openalex.org/I4210095815,openorgs____::e8ba913ffa41facae0f75a92e9bc3e80,https://explore.openaire.eu/search/organization?organizationId=openorgs____::e8ba913ffa41facae0f75a92e9bc3e80,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Reden (Netherlands),,Research Development Netherlands,00ssh1q19,https://ror.org/00ssh1q19,company,active,2001.0,NL,Hengelo,52.26583,6.79306,2754394,http://www.reden.nl/en,,,,grid.474166.6,,,,,,,,,False,I4210095406,https://openalex.org/I4210095406,openorgs____::fff709119d469a8be5ddc75ee075fe5d,https://explore.openaire.eu/search/organization?organizationId=openorgs____::fff709119d469a8be5ddc75ee075fe5d,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
ZF Screens (Netherlands),,,05qpyc807,https://ror.org/05qpyc807,company,active,2006.0,NL,Leiden,52.15833,4.49306,2751773,http://www.zfscreens.com/home,,,,grid.474238.e,,,,,,,,,False,I4210158221,https://openalex.org/I4210158221,openorgs____::fe35cc1ab7ae0c8143462fded0815412,https://explore.openaire.eu/search/organization?organizationId=openorgs____::fe35cc1ab7ae0c8143462fded0815412,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Access to Medicine Index,,,00msak069,https://ror.org/00msak069,nonprofit,active,2004.0,NL,Haarlem,52.38084,4.63683,2755003,http://accesstomedicineindex.org/,https://en.wikipedia.org/wiki/Access_to_Medicine_Index,,,grid.474931.c,,,,,,,,,False,I4210094284,https://openalex.org/I4210094284,openorgs____::53d7e9a778aa96a289b94ad664a36dcd,https://explore.openaire.eu/search/organization?organizationId=openorgs____::53d7e9a778aa96a289b94ad664a36dcd,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Batavia Biosciences (Netherlands),,,02rqp9j27,https://ror.org/02rqp9j27,company,active,2010.0,NL,Leiden,52.15833,4.49306,2751773,http://www.bataviabiosciences.com/,,,,grid.474933.e,,,,,,,,,False,I4210120352,https://openalex.org/I4210120352,openorgs____::c3d4b9d991869f6977494a9e2539da9f,https://explore.openaire.eu/search/organization?organizationId=openorgs____::c3d4b9d991869f6977494a9e2539da9f,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Access to Nutrition Foundation,ATNI,,01mdbny50,https://ror.org/01mdbny50,nonprofit,active,2013.0,NL,Utrecht,52.09083,5.12222,2745912,https://www.accesstonutrition.org/,,,,grid.474936.b,,,,,,,,,False,I4210117025,https://openalex.org/I4210117025,openorgs____::7620d23ddcfb63e79c80c37fead775b2,https://explore.openaire.eu/search/organization?organizationId=openorgs____::7620d23ddcfb63e79c80c37fead775b2,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Access to Seeds Index,,,02zpzpz12,https://ror.org/02zpzpz12,nonprofit,active,2011.0,NL,Haarlem,52.38084,4.63683,2755003,http://www.accesstoseeds.org/,,,,grid.474939.4,,,,,,,,,False,I4210126808,https://openalex.org/I4210126808,openorgs____::0e7803f6caaa0e9e8a181b09e06ebf93,https://explore.openaire.eu/search/organization?organizationId=openorgs____::0e7803f6caaa0e9e8a181b09e06ebf93,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Aidsfonds,,,00j04c011,https://ror.org/00j04c011,funder|nonprofit,active,,NL,Amsterdam,52.37403,4.88969,2759794,https://aidsfonds.nl/,,0000000406490776,,grid.475051.2,100007553,,,,,,,,False,I4210092649,https://openalex.org/I4210092649,openorgs____::71f0ef07fda646309b0c03a1e6b9d816,https://explore.openaire.eu/search/organization?organizationId=openorgs____::71f0ef07fda646309b0c03a1e6b9d816,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
International Confederation of Midwives,ICM,,039c24767,https://ror.org/039c24767,nonprofit,active,1919.0,NL,The Hague,52.07667,4.29861,2747373,http://www.internationalmidwives.org/,https://en.wikipedia.org/wiki/International_Confederation_of_Midwives,000000009060801X,Q11422382,grid.475203.7,,,,,,,,,False,I4210124635,https://openalex.org/I4210124635,openorgs____::d642ef37b03b0ef48aa710a8f946b971,https://explore.openaire.eu/search/organization?organizationId=openorgs____::d642ef37b03b0ef48aa710a8f946b971,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
International Pharmaceutical Federation,FIP,,0282kvf82,https://ror.org/0282kvf82,nonprofit,active,1912.0,NL,The Hague,52.07667,4.29861,2747373,https://www.fip.org/,https://en.wikipedia.org/wiki/International_Pharmaceutical_Federation,0000000107296738,Q575080,grid.475243.3,,,,,,,,548769,False,I548769,https://openalex.org/I548769,openorgs____::ceddee126d5c3a35c6face5158edb342,https://explore.openaire.eu/search/organization?organizationId=openorgs____::ceddee126d5c3a35c6face5158edb342,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
ICCO,,,005w1s219,https://ror.org/005w1s219,nonprofit,active,1964.0,NL,Utrecht,52.09083,5.12222,2745912,http://www.icco-cooperation.org/en/,,0000000406238167,,grid.475348.9,,,,,,,,,False,I4210093510,https://openalex.org/I4210093510,openorgs____::f678646d59e8c24c4bcb7e97841a8e32,https://explore.openaire.eu/search/organization?organizationId=openorgs____::f678646d59e8c24c4bcb7e97841a8e32,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Global Network of People Living with HIV/AIDS,,GNP+,035w8ak98,https://ror.org/035w8ak98,nonprofit,active,1983.0,NL,Amsterdam,52.37403,4.88969,2759794,http://www.gnpplus.net/,https://en.wikipedia.org/wiki/Global_Network_of_People_living_with_HIV/AIDS,,Q2652007,grid.475556.0,,,,,,,,,False,I4210124471,https://openalex.org/I4210124471,openorgs____::8af037eb2a4a1c7e6f1d819523a746a2,https://explore.openaire.eu/search/organization?organizationId=openorgs____::8af037eb2a4a1c7e6f1d819523a746a2,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Virology Education,,,04f10rk67,https://ror.org/04f10rk67,other,active,1998.0,NL,Utrecht,52.09083,5.12222,2745912,http://www.virology-education.com/,,,,grid.475715.5,,,,,,,,,False,I4210145011,https://openalex.org/I4210145011,openorgs____::28692a81567d5c40388f5bb7c2cf6597,https://explore.openaire.eu/search/organization?organizationId=openorgs____::28692a81567d5c40388f5bb7c2cf6597,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Dr. Reddy's Laboratories (Netherlands),,,01dn4wg45,https://ror.org/01dn4wg45,company,active,1984.0,NL,Leiden,52.15833,4.49306,2751773,http://www.drreddys.com/,https://en.wikipedia.org/wiki/Dr._Reddy%27s_Laboratories,,Q30338794,grid.476342.0,,,,,,,,,False,I4210102868,https://openalex.org/I4210102868,openorgs____::8c91b165712a2e82e01c28039e7b3cd5,https://explore.openaire.eu/search/organization?organizationId=openorgs____::8c91b165712a2e82e01c28039e7b3cd5,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
FF Pharma (Netherlands),,Fast Forward Pharmaceuticals,0332rf080,https://ror.org/0332rf080,company,active,2012.0,NL,Utrecht,52.09083,5.12222,2745912,http://www.ffpharma.com/2014/,,,,grid.476345.7,,,,,,,,,False,I4210124301,https://openalex.org/I4210124301,openorgs____::7044231866ff511ca9129555cf82577e,https://explore.openaire.eu/search/organization?organizationId=openorgs____::7044231866ff511ca9129555cf82577e,False,,,952513229,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Khondrion (Netherlands),,,02a1g6f69,https://ror.org/02a1g6f69,company,active,2012.0,NL,Nijmegen,51.8425,5.85278,2750053,http://www.khondrion.com/,,,,grid.476437.5,,,,,,,,,False,I4210115409,https://openalex.org/I4210115409,openorgs____::f603790d0a025c69ae9e7345ba211f0c,https://explore.openaire.eu/search/organization?organizationId=openorgs____::f603790d0a025c69ae9e7345ba211f0c,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Ipsen (Netherlands),,,026jmga48,https://ror.org/026jmga48,company,active,1929.0,NL,Hoofddorp,52.3025,4.68889,2753801,http://www.ipsen.nl/,https://en.wikipedia.org/wiki/Ipsen,,Q30269102,grid.476475.3,,,,,,,,,False,I4210122472,https://openalex.org/I4210122472,openorgs____::da81b44962221d991cde2674f9fc2ff6,https://explore.openaire.eu/search/organization?organizationId=openorgs____::da81b44962221d991cde2674f9fc2ff6,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Nederlandse Vereniging van Artsen voor Longziekten en Tuberculose,NVALT,,03a3n5193,https://ror.org/03a3n5193,other,active,1908.0,NL,'s-Hertogenbosch,51.69917,5.30417,2747351,https://www.nvalt.nl/,,0000000403712708,,grid.476520.2,,,,,,,,,False,I4210125820,https://openalex.org/I4210125820,openorgs____::c70e1df6f1d3ce8c75400cb06509afe9,https://explore.openaire.eu/search/organization?organizationId=openorgs____::c70e1df6f1d3ce8c75400cb06509afe9,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Mundipharma (Netherlands),,,02jacnm89,https://ror.org/02jacnm89,company,active,2006.0,NL,Leusden,52.1325,5.43194,2751687,http://www.mundipharma.nl/,,0000000406464607,Q30269154,grid.476535.6,,,,,,,,,False,I4210114838,https://openalex.org/I4210114838,openorgs____::033c991e4aec06feaaf2dc3cedb75b0c,https://explore.openaire.eu/search/organization?organizationId=openorgs____::033c991e4aec06feaaf2dc3cedb75b0c,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Stichting Technisch Centrum vd Keramische Industrie,TCKI,,02jybwh86,https://ror.org/02jybwh86,facility,active,,NL,Velp,51.995,5.97361,2745677,http://tcki.nl/,,,,grid.438273.9,,,,,,,,,False,I4210131178,https://openalex.org/I4210131178,openorgs____::0679097af9dfb1a752f9ed9776cd2b57,https://explore.openaire.eu/search/organization?organizationId=openorgs____::0679097af9dfb1a752f9ed9776cd2b57,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
The Health Council of the Netherlands,,,007xad319,https://ror.org/007xad319,government,active,1902.0,NL,The Hague,52.07667,4.29861,2747373,https://www.gezondheidsraad.nl/,,0000000114814919,,grid.413877.e,,,,,,,,,False,I4210094344,https://openalex.org/I4210094344,openorgs____::88ef0dd056282b305a608ee210aacc9c,https://explore.openaire.eu/search/organization?organizationId=openorgs____::88ef0dd056282b305a608ee210aacc9c,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Atrium Medisch Centrum Parkstad,,Atrium MC,0367sye10,https://ror.org/0367sye10,healthcare,active,1992.0,NL,Heerlen,50.88365,5.98154,2754652,http://www.atrium-orbis.nl/,,0000000404095000,,grid.414040.5,,,,47000975,,,,,False,I4210127939,https://openalex.org/I4210127939,openorgs____::f330e171031d102e0fc5953028046820,https://explore.openaire.eu/search/organization?organizationId=openorgs____::f330e171031d102e0fc5953028046820,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
